building,day,teacher,school,room,semester,faculty,course_type,course_name,course_number,hours
1800 - 1600,תרגיל כתיבה בסיסי,רוזנברג,"ד""ר שוחט בגון רובין",0626-1190-01,א',אנגלית ,תרגיל,209 ,מדעי הרוח,ב'
None,תרגיל כתיבה בסיסי,None,  ,0626-1190-02,א',אנגלית ,תרגיל,    ,מדעי הרוח,None
1600 - 1400,ניתוח סיפורת,גילמן,פרופ גומל אילנה,0626-1208-01,א',אנגלית ,שיעור ות,282 ,מדעי הרוח,א'
1600 - 1400,ניתוח סיפורת,"ביה""ס לשפות",פרופ גומל אילנה,0626-1208-01,א',אנגלית ,שיעור ות,001 ,מדעי הרוח,ד'
1200 - 1000,ניתוח שירה,גילמן,"ד""ר טרטקובסקי רועי",0626-1217-01,ב',אנגלית ,שיעור ות,223 ,מדעי הרוח,א'
1200 - 1000,ניתוח שירה,גילמן,"ד""ר טרטקובסקי רועי",0626-1217-01,ב',אנגלית ,שיעור ות,223 ,מדעי הרוח,ד'
1200 - 1000,מבוא לתיאוריה,גילמן,"ד""ר עברון ניר",0626-1250-01,א',אנגלית ,שיעור ות,282 ,מדעי הרוח,א'
1200 - 1000,מבוא לתיאוריה,גילמן,"ד""ר עברון ניר",0626-1250-01,א',אנגלית ,שיעור ות,282 ,מדעי הרוח,ד'
1200 - 1000,מבוא לתרבות אנגליה א',"ביה""ס לשפות","ד""ר סטבסקי יהונתן יוסף",0626-1278-01,א',אנגלית ,שיעור ות,001 ,מדעי הרוח,ב'
1200 - 1000,מבוא לתרבות אנגליה א',"ביה""ס לשפות","ד""ר סטבסקי יהונתן יוסף",0626-1278-01,א',אנגלית ,שיעור ות,001 ,מדעי הרוח,ה'
1200 - 1000,מבוא לתרבות אנגליה ב',"ביה""ס לשפות","ד""ר גרנאי אימי",0626-1279-01,ב',אנגלית ,שיעור ות,001 ,מדעי הרוח,ב'
1200 - 1000,מבוא לתרבות אנגליה ב',"ביה""ס לשפות","ד""ר גרנאי אימי",0626-1279-01,ב',אנגלית ,שיעור ות,001 ,מדעי הרוח,ה'
1400 - 1200,מבוא לתרבות אמריקה,גילמן,פרופ שמיר מלאת,0626-1500-01,ב',אנגלית ,שיעור ות,144 ,מדעי הרוח,ב'
1400 - 1200,מבוא לתרבות אמריקה,גילמן,פרופ שמיר מלאת,0626-1500-01,ב',אנגלית ,שיעור ות,144 ,מדעי הרוח,ה'
1400 - 1200,מה הם לימודים אמריקניים?,"ביה""ס לשפות","ד""ר פרומר יואב",0626-1511-01,א',אנגלית ,שיעור,103 ,מדעי הרוח,ג'
1200 - 1000,"חברה, משטר ותרבות בארה""ב",רוזנברג,"ד""ר שטרנהל יעל",0626-1687-01,ב',אנגלית ,שיעור ות,104 ,מדעי הרוח,א'
1200 - 1000,"חברה, משטר ותרבות בארה""ב",רוזנברג,"ד""ר שטרנהל יעל",0626-1687-01,ב',אנגלית ,שיעור ות,104 ,מדעי הרוח,ד'
1600 - 1400,פרוסמינר בספרות,רוזנברג,גב' קיסין שכטר אנה,0626-2064-01,א',אנגלית ,פרוסמינר,107 ,מדעי הרוח,ב'
1600 - 1400,פרוסמינר בספרות,"ביה""ס לשפות",גב' קיסין שכטר אנה,0626-2064-01,א',אנגלית ,פרוסמינר,105 ,מדעי הרוח,ה'
1400 - 1200,פרוסמינר בספרות,רוזנברג,גב' קיסין שכטר אנה,0626-2064-02,א',אנגלית ,פרוסמינר,205 ,מדעי הרוח,ב'
1400 - 1200,פרוסמינר בספרות,רוזנברג,גב' קיסין שכטר אנה,0626-2064-02,א',אנגלית ,פרוסמינר,205 ,מדעי הרוח,ה'
1600 - 1400,פרוסמינר בספרות,כיתות דן דוד,גב' קיסין שכטר אנה,0626-2064-03,ב',אנגלית ,פרוסמינר,105 ,מדעי הרוח,ב'
1600 - 1400,פרוסמינר בספרות,רוזנברג,גב' קיסין שכטר אנה,0626-2064-03,ב',אנגלית ,פרוסמינר,212 ,מדעי הרוח,ה'
1400 - 1200,פרוסמינר בספרות,רוזנברג,גב' קיסין שכטר אנה,0626-2064-04,ב',אנגלית ,פרוסמינר,104 ,מדעי הרוח,ב'
1400 - 1200,פרוסמינר בספרות,רוזנברג,גב' קיסין שכטר אנה,0626-2064-04,ב',אנגלית ,פרוסמינר,104 ,מדעי הרוח,ה'
1400 - 1200,ספרות אינדיאנית-אמריקנית,גילמן,"ד""ר אלפרוביץ דלית",0626-2254-01,א',אנגלית ,שיעור ות,277 ,מדעי הרוח,ג'
1400 - 1200,ספרות הדפוס באמריקה,"ביה""ס לשפות",גב' מרלוב מאיה,0626-2272-01,ב',אנגלית ,שיעור,102 ,מדעי הרוח,ג'
1600 - 1400,גותיקה אמריקנית,"ביה""ס לשפות","ד""ר מאורר יעל",0626-2273-01,א',אנגלית ,שיעור,103 ,מדעי הרוח,ג'
1600 - 1400,צ'וסר: סיפורי קנטרברי,גילמן,"ד""ר סטבסקי יהונתן יוסף",0626-2283-01,א',אנגלית ,שיעור,281 ,מדעי הרוח,ב'
1600 - 1400,צ'וסר: סיפורי קנטרברי,גילמן,"ד""ר סטבסקי יהונתן יוסף",0626-2283-01,א',אנגלית ,שיעור,281 ,מדעי הרוח,ה'
1600 - 1400,בשערי גן עדן: עליתו וקריסתו של החלום האמריקני (1945-1980),רוזנברג,"ד""ר פרומר יואב",0626-2352-01,ב',אנגלית ,שיעור,001 ,מדעי הרוח,ג'
1600 - 1400,"סופרים מהגרים בארה""ב של היום","ביה""ס לשפות","ד""ר וינר סוניה",0626-2354-01,ב',אנגלית ,שיעור,103 ,מדעי הרוח,ב'
1400 - 1200,ספרות אפריקנית-אמריקנית,"ביה""ס לשפות","ד""ר וינר סוניה",0626-2355-01,ב',אנגלית ,שיעור,102 ,מדעי הרוח,א'
1400 - 1200,ספרות אפריקנית-אמריקנית,"ביה""ס לשפות","ד""ר וינר סוניה",0626-2355-01,ב',אנגלית ,שיעור,102 ,מדעי הרוח,ד'
1400 - 1200,שירה וידוית,"ביה""ס לשפות","ד""ר טרטקובסקי רועי",0626-2366-01,א',אנגלית ,שיעור,103 ,מדעי הרוח,ב'
1400 - 1200,שירה וידוית,"ביה""ס לשפות","ד""ר טרטקובסקי רועי",0626-2366-01,א',אנגלית ,שיעור,103 ,מדעי הרוח,ה'
1200 - 1000,אהבה וחיזור בדמיון השקספירי,"ביה""ס לשפות","ד""ר ריזנר נועם",0626-2367-01,ב',אנגלית ,שיעור,103 ,מדעי הרוח,ב'
1200 - 1000,אהבה וחיזור בדמיון השקספירי,"ביה""ס לשפות","ד""ר ריזנר נועם",0626-2367-01,ב',אנגלית ,שיעור,103 ,מדעי הרוח,ה'
1400 - 1200,מודרניזם אמריקאי,"ביה""ס לשפות","ד""ר עברון ניר",0626-2368-01,ב',אנגלית ,שיעור,103 ,מדעי הרוח,ב'
1400 - 1200,מודרניזם אמריקאי,"ביה""ס לשפות","ד""ר עברון ניר",0626-2368-01,ב',אנגלית ,שיעור,103 ,מדעי הרוח,ה'
1600 - 1400,"תמונתו של הנרקסיזם: אובידיוס, שייקספיר, ווילד",גילמן,גב' גרסטנהבר תמר פיי,0626-2369-01,א',אנגלית ,שיעור,279 ,מדעי הרוח,א'
1400 - 1200,המאה ה-19 הארוכה והדמיון,"ביה""ס לשפות",גב' קורן קאוק מירב,0626-2371-01,א',אנגלית ,שיעור,103 ,מדעי הרוח,א'
1400 - 1200,וויליאם פוקנר: זמנים ויצירות,"ביה""ס לשפות","ד""ר עבליני מוריס ריאד",0626-2373-01,א',אנגלית ,שיעור,103 ,מדעי הרוח,ד'
1800 - 1600,ספרות פנטזיה אמריקנית עכשיווית,רוזנברג,מר עדרי שון שי,0626-2374-01,א',אנגלית ,שיעור,205 ,מדעי הרוח,ג'
1600 - 1400,רטוריקה של המדע הבדיוני,"ביה""ס לשפות",פרופ גומל אילנה,0626-2375-01,ב',אנגלית ,שיעור,102 ,מדעי הרוח,ד'
1600 - 1400,מלים לוחמות: על מלחמה  1914-2014,רוזנברג,"ד""ר בן טובים רון",0626-2376-01,ב',אנגלית ,שיעור,106 ,מדעי הרוח,ג'
1200 - 1000,נישואין בתחילת המאה ה-20,"ביה""ס לשפות","ד""ר אלפרוביץ דלית",0626-2377-01,ב',אנגלית ,שיעור,103 ,מדעי הרוח,ג'
1600 - 1400,"אזורי מגע: ארה""ב, מרכז אמריקה והקארייבים במאה ה-20","ביה""ס לשפות","ד""ר שרגאי עתליה",0626-2379-01,ב',אנגלית ,שיעור,102 ,מדעי הרוח,ה'
1600 - 1400,"זמן, חלל והנובלה הויקטוריאנית",רוזנברג,פרופ גומל אילנה,0626-2382-01,ב',אנגלית ,שיעור,002 ,מדעי הרוח,א'
1200 - 1000,דרמה בריטית מודרנית,רוזנברג,גב' שטרייט לינדה,0626-2383-01,א',אנגלית ,שיעור,205 ,מדעי הרוח,ב'
1200 - 1000,דרמה בריטית מודרנית,"ביה""ס לשפות",גב' שטרייט לינדה,0626-2383-01,א',אנגלית ,שיעור,103 ,מדעי הרוח,ה'
1600 - 1400,רומן החניכה הנשי,"ביה""ס לשפות",פרופ שמיר מלאת,0626-3052-01,א',אנגלית ,סמינר,105 ,מדעי הרוח,ב'
1600 - 1400,רומן החניכה הנשי,"ביה""ס לשפות",פרופ שמיר מלאת,0626-3052-01,א',אנגלית ,סמינר,103 ,מדעי הרוח,ה'
2000 - 1600,"מלחמת אזרחים: היסטוריה, מיתוס וזיכרון","ביה""ס לשפות","ד""ר שטרנהל יעל",0626-3096-01,ב',אנגלית ,סמינר,105 ,מדעי הרוח,ד'
1200 - 1000,ספנסר ומילטון והאפוס האנגלי,רוזנברג,"ד""ר ריזנר נועם",0626-3115-01,א',אנגלית ,סמינר,211 ,מדעי הרוח,ב'
1200 - 1000,ספנסר ומילטון והאפוס האנגלי,רוזנברג,"ד""ר ריזנר נועם",0626-3115-01,א',אנגלית ,סמינר,211 ,מדעי הרוח,ה'
1200 - 1000,נרטולוגיות מפלצתיות,"ביה""ס לשפות",פרופ גומל אילנה,0626-3137-01,א',אנגלית ,סמינר,103 ,מדעי הרוח,א'
1200 - 1000,נרטולוגיות מפלצתיות,"ביה""ס לשפות",פרופ גומל אילנה,0626-3137-01,א',אנגלית ,סמינר,101 ,מדעי הרוח,ד'
1600 - 1400,"מבנים פואטיים: התנגדות, שינוי ואימוץ","ביה""ס לשפות","ד""ר טרטקובסקי רועי",0626-3139-01,ב',אנגלית ,סמינר,501 ,מדעי הרוח,א'
1600 - 1400,"מבנים פואטיים: התנגדות, שינוי ואימוץ","ביה""ס לשפות","ד""ר טרטקובסקי רועי",0626-3139-01,ב',אנגלית ,סמינר,501 ,מדעי הרוח,ד'
1000 - 0800,אזור הספר בספרות אמריקנית,"ביה""ס לשפות","ד""ר עברון ניר",0626-3140-01,ב',אנגלית ,סמינר,401 ,מדעי הרוח,ב'
1000 - 0800,אזור הספר בספרות אמריקנית,"ביה""ס לשפות","ד""ר עברון ניר",0626-3140-01,ב',אנגלית ,סמינר,401 ,מדעי הרוח,ה'
1800 - 1400,התכחדות תרבויות,"ביה""ס לשפות","ד""ר עברון ניר",0626-4024-01,א',אנגלית ,סמינר,105 ,מדעי הרוח,ד'
2000 - 1600,סמינר מחלקתי,"ביה""ס לשפות",  ,0626-4028-01,א',אנגלית ,סמינר,105 ,מדעי הרוח,ה'
2000 - 1600,סמינר מחלקתי,None,  ,0626-4028-01,א',אנגלית ,סמינר,    ,מדעי הרוח,ה'
1600 - 1400,צלילים בשירה,"ביה""ס לשפות","ד""ר טרטקובסקי רועי",0626-4032-01,א',אנגלית ,סמינר,501 ,מדעי הרוח,ב'
1600 - 1400,צלילים בשירה,"ביה""ס לשפות","ד""ר טרטקובסקי רועי",0626-4032-01,א',אנגלית ,סמינר,501 ,מדעי הרוח,ה'
2000 - 1600,אורינטליזם אמריקני,"ביה""ס לשפות",פרופ שמיר מלאת,0626-4184-01,ב',אנגלית ,סמינר,501 ,מדעי הרוח,ב'
1400 - 1200,פרוזה אנגלית בתקופה המודרנית המוקדמת,"ביה""ס לשפות","ד""ר ריזנר נועם",0626-4187-01,א',אנגלית ,סמינר,105 ,מדעי הרוח,ב'
1400 - 1200,פרוזה אנגלית בתקופה המודרנית המוקדמת,"ביה""ס לשפות","ד""ר ריזנר נועם",0626-4187-01,א',אנגלית ,סמינר,105 ,מדעי הרוח,ה'
None,קריאה מודרכת,None,  ,0626-4190-01,א',אנגלית ,הדרכה אי,    ,מדעי הרוח,None
1200 - 1000,דמויות מופת נשיות מהמקרא ועד ז'אן ד'ארק,"ביה""ס לשפות","ד""ר סטבסקי יהונתן יוסף",0626-4244-01,ב',אנגלית ,סמינר,301 ,מדעי הרוח,א'
1200 - 1000,דמויות מופת נשיות מהמקרא ועד ז'אן ד'ארק,"ביה""ס לשפות","ד""ר סטבסקי יהונתן יוסף",0626-4244-01,ב',אנגלית ,סמינר,401 ,מדעי הרוח,ד'
1800 - 1600,אגדות ומסורות ספרותיות,"ביה""ס לשפות",פרופ גומל אילנה,0626-4245-01,ב',אנגלית ,סמינר,301 ,מדעי הרוח,א'
1800 - 1600,אגדות ומסורות ספרותיות,כיתות דן דוד,פרופ גומל אילנה,0626-4245-01,ב',אנגלית ,סמינר,102 ,מדעי הרוח,ד'
1700 - 1400,מלחמת תרבות קרה חוצה גבולות באמריקה,כיתות דן דוד,פרופ שינין דיוויד,0626-4246-01,ב',אנגלית ,סמינר,209 ,מדעי הרוח,ב'
1700 - 1400,מלחמת תרבות קרה חוצה גבולות באמריקה,כיתות דן דוד,פרופ שינין דיוויד,0626-4246-01,ב',אנגלית ,סמינר,209 ,מדעי הרוח,ד'
1600 - 1400,מבוא לבלשנות,"ביה""ס לשפות","ד""ר מלצר אשר איה טובה",0627-1010-01,א',בלשנות ,שיעור,001 ,מדעי הרוח,ב'
1200 - 1000,תרגיל מבוא לבלשנות,רוזנברג,גב' דוידוביץ הילה,0627-1011-02,א',בלשנות ,תרגיל,105 ,מדעי הרוח,ד'
1600 - 1400,תרגיל מבוא לבלשנות,"ביה""ס לשפות",גב' דוידוביץ הילה,0627-1011-03,א',בלשנות ,תרגיל,102 ,מדעי הרוח,ד'
1800 - 1600,תרגיל מבוא לבלשנות,"ביה""ס לשפות",גב' גלר נעה,0627-1011-04,א',בלשנות ,תרגיל,102 ,מדעי הרוח,ד'
1200 - 1000,תרגיל מבוא לבלשנות,"ביה""ס לשפות",מר אברהם תומר,0627-1011-05,א',בלשנות ,תרגיל,102 ,מדעי הרוח,ה'
1400 - 1200,פונולוגיה מתחילים,"ביה""ס לשפות","ד""ר כהן אבן-גרי",0627-1022-01,ב',בלשנות ,שיעור,001 ,מדעי הרוח,ב'
1400 - 1200,פונולוגיה מתחילים,"ביה""ס לשפות","ד""ר כהן אבן-גרי",0627-1022-01,ב',בלשנות ,שיעור,001 ,מדעי הרוח,ד'
1000 - 0800,פונולוגיה מתחילים,"ביה""ס לשפות",גב' הנדלסמן נעה,0627-1022-02,ב',בלשנות ,תרגיל,102 ,מדעי הרוח,ג'
1200 - 1000,פונולוגיה מתחילים,"ביה""ס לשפות",מר אשרוב דניאל,0627-1022-03,ב',בלשנות ,תרגיל,102 ,מדעי הרוח,ג'
1800 - 1600,פונולוגיה מתחילים,"ביה""ס לשפות",גב' פירר יעל,0627-1022-04,ב',בלשנות ,תרגיל,102 ,מדעי הרוח,ג'
